Row_ID	p_volcano|groups|oily-norm	p_volcano|base|sebum	p_volcano|base|skicon
10635	1.077	0.786	1.503
10639	2.051	0.838	0.891
10640	0.072	0.082	0.258
10644	0.501	0.518	0.614
10645	0.069	0.206	1.565
10647	0.076	0.116	0.67
10648	0.029	0.088	0.303
10649	0.162	0.216	0.17
10651	0.436	0.022	0.306
10652	0.028	0.283	0.071
10653	0.245	0.052	0.126
10654	0.122	0.287	0.017
10655	0.437	0.317	0.468
10656	0.038	0.234	0.127
10658	0.218	0.184	0.05
10661	0.313	0.326	0.096
10662	0.089	0.651	0.006
10663	0.129	0.129	0.678
10664	0.003	0.148	0.625
10666	0.073	0.376	0.767
10667	0.024	0.079	0.824
10668	0.138	0.108	0.435
10669	0.133	0.479	0.589
10670	0.527	0.341	0.491
10671	1.129	0.913	0.018
10673	0.572	0.125	0.633
10674	0.41	0.14	0.02
10675	0.023	0.451	0.217
10676	0.314	0.237	1.273
10678	2.15	2.074	0.599
10681	0.228	0.429	0.046
10684	0.644	1.258	0.024
10685	0.791	0.581	0.07
10686	0.523	1.177	0.977
10687	0.015	0.222	0.079
10688	0.186	0.112	0.26
10689	0.014	0.184	0.213
10690	0.061	0.433	0.145
10693	0.187	0.326	0.062
10694	0.062	0.592	0.027
10695	0.305	0.089	0.093
10696	0.016	0.244	0.005
10698	0.268	0.411	0.044
10699	0.451	0.206	0.131
10700	0.255	0.021	0.327
10701	0.036	0.247	0.299
10702	0.831	1.03	0.151
10703	0.652	0.501	0.548
10704	0.262	0.338	0.107
10705	0.824	0.689	0.346
10706	0.061	0.008	0.309
10707	0.218	0.294	0.384
10708	0.65	0.107	0.579
10710	0.05	0.029	0.188
10711	0.915	0.767	0.064
10712	0.649	0.458	0.532
10713	0.592	2.136	0.034
10714	0.614	0.265	0.708
10715	0.145	0.437	0.064
10716	0.063	0.054	0.992
10717	0.9	2.06	0.136
10718	0.08	0.27	0.018
10719	0.143	0.051	0.102
10722	0.619	0.453	1.23
10724	0.012	0.455	0.251
10726	0.195	0.257	1.184
10727	0.884	0.584	0.538
10728	0.277	0.67	0.106
10729	0.875	0.119	0.661
10734	0.714	0.254	1.52
10735	1.091	0.669	0.493
10737	0.561	0.725	0.031
10738	0.385	0.095	0.035
10739	0.013	0.603	0.374
10740	0.199	0.309	0.243
10741	0.112	0.177	0.956
10742	0.167	0.061	0.329
10743	0.255	0.122	0.06
10744	1.065	0.36	0.762
10745	1.601	1.723	1.819
10747	0.723	1.208	0.048
10749	0.319	0.547	0.092
10750	0.552	0.812	0.011
10752	0.5	0.515	0.776
10753	0.139	0.188	0.039
10754	0.003	0.135	0.182
10755	0.386	0.321	0.177
10756	0.116	0.183	0.098
10757	2.311	2.161	1.182
10758	0.234	0.032	0.62
10759	0.066	0.146	0.364
10760	1.096	0.642	0.104
10762	0.465	0.432	0.833
10765	2.214	1.893	0.592
10767	0.414	0.195	1.014
10768	0.307	0.254	0.695
10769	0.884	0.055	0.033
10770	0.052	0.036	0.198
10771	0.839	0.548	0.446
10772	0.049	0.25	0.494
10773	1.603	1.647	0.94
10774	0.083	0.801	0.433
10779	0.123	0.013	0.432
10782	2.603	3.375	0.299
10784	0.081	0.515	0.019
10785	0.04	0.167	1.406
10786	0.402	0.829	0.184
10787	0.004	0.253	0.824
10788	1.219	1.58	0.902
10789	1.845	1.581	1.256
10793	0.017	0.192	1.548
10800	0.352	0.248	0.263
10801	0.365	0.325	0.369
10803	0.745	1.495	0.07
10804	0.035	0.378	0.293
10807	0.236	0.181	0.128
10809	0.374	0.21	0.267
10810	0.462	0.515	0.237
10811	0.094	0.368	0.609
10812	0.108	0.261	0.374
10813	0.204	0.018	0.05
10814	0.042	0.159	0.205
10815	0.113	0.193	0.48
10817	0.234	0.296	0.019
10818	0.227	0.578	0.514
10820	0.003	0.147	0.198
10821	0.523	0.301	0.576
10822	0.042	0.377	0.525
10823	0.576	0.588	0.811
10824	0.131	0.141	1.108
10825	0.412	0.283	0.067
10826	0.047	0.127	0.172
10827	0.367	0.579	0.04
10828	0.284	0.751	0.16
10829	0.155	0.046	0.149
10830	0.033	0.225	0.654
10831	0.126	1.076	0.887
10832	0.108	0.204	0.006
10833	0.009	0.016	0.017
10834	0.157	0.109	0.043
10835	0.093	0.06	0.069
10836	0.963	0.5	0.199
10837	0.155	0.035	0.665
10839	0.041	0.085	0.23
10840	0.265	0.289	0.151
10841	0.279	0.097	0.066
10842	0.111	0.016	0.15
10843	0.037	0.37	0.104
10844	0.382	0.033	0.595
10845	0.095	0.16	0.173
10846	0.174	0.363	0.517
10848	0.019	0.171	0.087
10849	0.84	0.767	0.206
10851	0.071	0.292	1.127
10852	0.092	0.09	0.167
10854	0.195	0.638	0.841
10856	0.573	0.501	0.729
10857	0.077	0.026	0.538
10858	0.128	0.093	1.238
10859	0.492	1.674	0.645
10860	0.06	0.016	0.59
10861	0.29	0.319	0.323
10862	0.443	0.274	0.224
10863	0.408	0.466	0.026
10864	0.07	0.305	0.119
10865	0.46	0.299	0.167
10866	0.144	0.353	0.23
10867	0.09	0.251	0.252
10868	0.785	0.596	0.098
10869	0.094	0.074	0.005
10870	0.216	0.101	0.226
10871	0.159	0.004	1.243
10872	1.529	1.67	1.259
10873	1.175	1.222	0.407
10874	0.332	0.269	0.027
10875	0.585	0.043	0.086
10878	0.198	0.157	0.825
10879	0.243	0.005	0.166
10881	0.111	0.021	0.022
10883	0.65	0.687	0.943
10884	0.148	0.067	0.406
10885	0.784	0.725	0.023
10886	0.968	0.414	0.146
10887	0.148	0.018	0.383
10888	0.694	0.266	1.004
10889	0.149	0.245	0.388
10890	0.606	0.448	0.689
10891	0.282	0.377	0.197
10892	0.026	0.059	0.601
10893	0.054	0.109	0.187
10894	0.408	0.078	0.551
10896	0.08	0.92	1.072
10897	0.177	0.049	1.267
10899	0.26	0.186	1.646
10901	0.062	0.139	0.272
10902	0.175	0.118	0.13
10903	0.034	0.115	0.757
10904	0.329	0.449	0.34
10905	0.05	0.359	0.253
10906	0.273	0.237	0.315
10907	0.156	0.057	0.671
10908	0.405	0.047	0.423
10909	0.69	1.275	0.438
10910	0.013	0.183	0.305
10911	0.258	0.065	0.018
10912	0.648	0.575	0.677
10914	0.09	0.096	0.505
10915	0.252	0.26	0.434
10917	0.141	0.002	0.276
10918	0.081	0.164	0.197
10919	0.377	0.335	0.433
10921	0.681	1.066	0.044
10922	0.14	0.126	0.119
10924	0.511	0.016	0.855
10925	0.421	0.283	0.069
10926	0.231	0.162	1.011
10927	0.387	0.001	0.542
10932	0.292	1.476	0.861
10933	0.306	0.138	1.305
10934	0.608	0.598	0.686
10938	0.134	0.095	1.277
10939	0.45	0.446	0.04
10940	0.263	0.099	0.773
10941	0.233	0.062	0.984
10942	0.081	0.344	1.043
10943	0.484	0.627	0.374
10944	0.028	0.04	0.428
10945	0.338	0.118	0.021
10946	1.025	0.455	0.449
10947	0.134	0.18	0.294
10948	0.003	0.069	0.618
10949	0.459	0.575	0.099
10950	0.039	0.118	0.296
10952	0.144	0.374	0.407
10954	0.607	0.654	0.051
10955	0.777	1.017	0.011
10956	1.131	0.63	0.771
10957	0.445	0.33	0.732
10959	0.029	0.38	0.454
10960	0.938	0.962	0.1
10961	0.021	0.189	0.86
10962	0.825	1.345	1.952
10963	0.05	0.25	0.19
10964	1.368	0.726	0.649
10965	0.621	0.57	0.16
10966	0.235	0.408	0.545
10967	0.215	0.208	0.224
10968	0.639	0.944	0.101
10969	0.023	0.005	0.263
10970	0.532	0.735	0.355
10971	0.086	0.576	0.719
10972	0.472	0.831	0.394
10973	0.18	0.454	0.343
10974	0.165	0.127	0.268
10975	0.131	0.124	0.832
10976	0.225	0.342	0.055
10978	1.079	0.297	0.247
10979	0.254	0.17	0.057
10980	0.043	0.269	0.35
10981	0.741	0.755	0.719
10982	0.527	0.214	0.146
10984	0.488	0.692	0.646
10985	0.088	0.489	0.302
10986	0.351	0.19	0.084
10987	0.717	0.846	0.084
10988	1.228	0.202	1.55
10989	0.138	0.484	0.103
10990	0.284	0.529	0.313
10991	0.256	0.088	2.16
10993	0.641	0.845	0.042
10995	0.588	0.289	0.048
10996	0.364	1.025	0.144
10998	0.833	1.827	1.019
10999	1.67	1.269	0.194
11001	0.346	0.451	0.199
11002	0.356	0.08	0.566
11003	0.35	0.185	0.133
11004	0.005	0.42	0.174
11005	1.063	1.043	0.006
11006	0.424	0.545	0.091
11007	1.136	1.276	0.682
11010	1.915	1.643	0.649
11011	0.33	0.127	0.119
11012	0.056	0.118	0.4
11013	0.763	0.148	0.165
11014	0.036	0.156	0.397
11015	0.724	0.492	0.389
11016	1.205	0.457	0.213
11017	0.322	0.245	0.299
11018	0.148	0.403	1.611
11019	0.103	0.229	0.191
11020	0.109	0.228	0.518
11021	0.179	0.079	0.947
11022	0.215	0.15	0.986
11023	0.302	0.077	0.612
11024	0.221	0.514	0.165
11025	0.189	0.145	0.333
11026	1.519	0.827	0.228
11027	0.126	0.04	0.763
11029	0.116	0.091	0.777
11030	0.06	0.156	1.143
11031	0.133	0.106	0.418
11032	0.022	0.411	0.051
11034	0.611	0.762	1.48
11035	0.633	0.131	0.274
11036	0.625	0.8	0.146
11037	1.831	1.468	1.334
11038	0.303	0.144	0.283
11039	0.18	0.157	1.092
11040	0.28	0.113	0.018
11041	0.141	0.314	0.126
11042	0.121	0.401	0.159
11043	2.073	0.529	2.392
11044	0.392	0.291	0.151
11045	1.207	0.724	0.628
11048	0.06	0.189	0.015
11049	0.962	0.807	0.135
11050	0.094	0.049	1.578
11051	0.366	0.319	0.185
11053	0.096	0.382	0.037
11054	0.12	0.075	0.526
11056	0.407	0.266	0.451
11059	0.417	0.95	0.089
11060	0.027	0.217	0.445
11061	0.328	0.383	0.156
11062	0.28	0.121	0.402
11063	0.892	1.08	0.809
11064	0.555	0.553	0.951
11065	0.635	0.011	0.302
11066	0.407	0.076	0.242
11067	0.081	0.027	0.097
11068	1	0.523	0.904
11069	0.539	0.331	0.121
11070	0.414	0.301	0.242
11071	0.129	0.304	0.098
11074	0.204	0.041	0.079
11075	0.138	0.051	0.225
11076	0.292	0.234	0.181
11078	0.022	0.006	0.161
11079	0.238	0.019	0.125
11080	0.48	0.265	0.034
11081	0.273	0.103	2.076
11082	0.114	0.113	0.371
11083	1.125	1.038	1.008
11084	0.045	0.088	0.497
11085	0.626	0.505	0.639
11086	0.944	0.831	0.737
11088	0.03	0.078	0.086
11090	0.527	0.476	0.199
11091	0.179	0.015	0.1
11092	0.689	0.212	0.151
11093	0.774	0.169	0.671
11101	0.046	0.361	0.161
11103	0.23	0.253	0.202
11106	0.02	0.034	0.588
11108	0.047	0.044	0.078
11109	1.14	0.595	0.024
11110	0.421	0.529	0.017
11111	0.793	0.64	0.233
11112	0.085	0.078	2.303
11113	0.129	0.01	0.694
11115	0.902	0.609	0.48
11116	0.003	0.042	0.154
11117	0	0.304	0.112
11118	0.179	0.184	0.677
11119	0.153	0.577	0.945
11120	0.658	0.193	0.377
11122	0.649	0.662	0.824
11123	1.477	0.399	0.51
11125	0.487	0.64	0.286
11126	0.176	0.194	0.844
11127	0.194	0.016	0.292
11129	0.323	0.805	0.319
11130	0.519	0.544	0.144
11131	0.398	0.87	0.031
11132	0.094	0.459	0.261
11133	0.479	0.57	0.385
11134	0.804	0.74	0.364
11135	0.132	0.368	0.107
11136	0.789	0.488	0.242
11137	0.146	0.042	0.24
11138	0.43	1.403	0.147
11140	0.178	0.575	0.089
11142	0.176	0.564	1.526
11143	0.903	1.002	1.566
11144	0.29	0.084	0.429
11145	0.193	0.17	0.591
11148	0.125	0.05	1.03
11149	0.574	1.194	0.775
11150	0.108	0.132	0.067
11151	0.02	0.062	0.105
11152	1.178	1.223	1.23
11153	0.543	0.734	0.023
11154	0.061	0.015	0.163
11155	0.563	0.656	0.357
11157	0.198	0.175	0.097
11158	0.358	0.371	0.267
11160	0.13	0.004	0.09
11161	1.523	1.668	2.246
11163	0.43	0.662	0.035
11164	0.27	0.397	0.552
11165	0.255	0.083	0.117
11166	0.063	1.11	0.04
11169	0.153	0.622	0.4
11170	0.617	1.277	0.156
11171	0.069	0.05	0.419
11172	0.227	0.065	0.163
11173	0.282	0.338	0.303
11174	0.041	0.156	0.183
11175	0.202	0.105	0.408
11176	0.702	0.475	0.114
11177	0.539	0.528	0.526
11179	0.613	0.862	0.147
11180	0.312	0.018	0.015
11182	0.208	0.05	0.122
11183	0.197	0.549	0.615
11184	1.056	0.429	0.005
11185	0.562	0.628	0.121
11186	0.131	0.165	1.116
11187	0.507	0.387	0.109
11188	0.184	0.185	0.313
11189	0.383	0.452	2.074
11190	0.074	0.131	0.383
11193	0.152	0.431	0.134
11196	0.172	0.155	0.017
11197	0.177	0.565	0.472
11198	0.536	0.595	1.538
11201	0.45	0.381	0.232
11202	0.671	0.504	0.393
11203	0.202	0.048	0.29
11205	0.171	0.037	0.214
11206	0.015	0.007	0.195
11208	0.001	0.087	0.375
11209	0.091	0.272	0.227
11210	0.533	0.649	0.132
11211	0.725	0.772	0.404
11212	0.855	0.526	0.689
11213	0.304	1.228	0.166
11214	1.271	0.414	0.031
11216	2.19	0.923	0.681
11220	0.404	0.259	0.382
11221	0.992	1.143	0.381
11225	0.905	0.985	0.021
11226	0.299	1.165	0.327
11229	0.023	0.037	0.153
11230	0.132	0.128	0.205
